# code	candidate1	candidate2	...
# Generated by: make update-sucheng-snapshot
# Locks Quick Classic Sucheng first-page ordering for alphabetic one/two-key codes.
a	日	曰
b	月
c	金
d	木
e	水
f	火
g	土
h	竹
i	戈
j	十
k	大	乂
l	中
m	一
n	弓
o	人
p	心
q	手
r	口
s	尸
t	廿
u	山
v	女
w	田
y	卜
sm	刁	羽	翳	羾	聇	聝	聜	駓	駔
sn	刷	甌	尻	匟	刵	耵	耹	剭	匭
so	尺	臥	聚	歐	駭	驗	驟	翐	镻
sp	尼	屁	忌	忍	屍	恥	慝	慰	駝
sq	犀	群	肆	擘	羼	掔	犚	騝	驎
sr	召	司	叵	君	局	居	匿	區	聒
ss	巨	劻	聘	騁	劭	聈	髣	駏	騯
st	屏	羿	屜	翌	監	豎	駢	聯	鹽
su	己	已	凹	尾	兕	屈	耽	髡	髦
sv	長	展	娶	屢	屨	褽	襞	鬣	妀
sw	醫	屇	駎	髷	騮	届
sx	驌	駵
sy	匪	屝	騑	卧
ta	昔	荀	曹	普	著	暮	蓿	薯	藉
tb	芾	苒	朔	莆	期	菁	萌	萬	蒂
tc	共	並	其	典	兼	黃	蘋	鑿	萁
td	芋	某	荐	茶	茱	荸	荼	孳	棻
te	芟	芰	菠	菱	菽	菔	葭	蔓	蔆
tf	芣	羔	荻	煎	蒜	蒸	蓀	蔗	蔡
tg	荏	荃	基	羞	莊	塑	董	墓	鞋
th	芽	芬	茅	茂	剪	莎	蕩	芀	芴
ti	芍	芸	苓	茲	羚	尊	菟	戡	義
tj	卅	茉	革	茸	草	莘	萃	萍	華
tk	艾	美	英	茵	莫	奠	散	敬	猷
tl	芹	芥	茆	斯	鄞	鄭	鄴	薪	邯
tm	甘	芷	苯	酋	差	莖	翔	萱	蓊
tn	前	苧	荊	瓶	莉	夢	甍	薊	艼
to	芝	芙	茨	莢	欺	萊	菰	萸	羨
tp	花	芯	恙	恭	慈	惹	靴	慕	蔥
tq	羊	葦	摹	擎	蘚	韃	拲	荈	菶
tr	苛	苦	茄	若	苔	苟	茴	茹	茗
ts	芳	苣	荔	勒	勘	莠	募	勤	萼
tt	井	并	益	莽	葬	蒞	蓋	藍	蘆
tu	羌	芭	巷	范	茁	苜	苑	苞	首
tv	芒	姜	甚	茫	萋	萎	萇	葛	農
tw	曲	苗	蓄	蔔	蕃	蕾	薔	藩	蘭
tx	蕭	舊	薺	萏	蓞	鞱
ty	莓	菸	菲	芐	苳	蔠	蘼	苄	䒟
ua	岶	峋	崏	嶆	嶍	嶒	嶜
ub	峭	崩	崙	崤	嵩	峟	峬	崝	嵎
uc	嶼	嶺	顓	巔	岤	崟	崸	嵿	顗
ud	崢	嶸	崞	崺	嵥	嵲	嶪	櫱	糱
ue	岐	岌	峻	岋	岥	崚	嵕	凼	嵻
uf	炭	祟	崇	嵨	嶕	嶚	㟲	嶋
ug	崖	崔	峌	峚	崲	嵀	嶊	嶉	巏
uh	匕	岈	岉	嵃	崵	嵺	嵾	嵗
ui	峙	幽	峨	蚩	崧	嵐	巉	巍	屻
uj	岸	峰	峷	崋	崥	崒	嵙	輋	嶂
uk	凶	嶽	巖	岆	岟	敳	獃	巘	岚
ul	耑	嶄	屮	岓	岕	岬	峏	酆	酅
um	崆	嵯	岯	岨	峘	嵼	嵖
un	屹	岑	凱	剴	岒	岪	峛	峓	剬
uo	峽	崁	嵌	嶔	豳	峐	崨	崍	崼
up	岷	崑	岮	峔	鬯	崽	嵊	巃	㞾
uq	嵂	嶙	嶰
ur	岩	峒	峪	崎	嶇	岵	岣	岢	岧
us	屴	岠	岝	岰	峸	崿	嶀	嶗	嶲
ut	豈	嶝	豐	豔	岍	岦	㠠
uu	出	兇	峴	崛	崗	覬	艷	屼	屺
uv	崴	峖	峎	崀	崣	嵁	嵑	嶁	嶱
uw	岫	崠	崰	崷	嵧	嶓	崬
uy	嶵	峂
va	娼	婚	絢	緒	縉	縮	織	繒	繪
vb	帑	娟	納	婦	婿	媾	絹	嫡	嫦
vc	嫌	縑	縝	嬪	績	縯	繽	續	鑾
vd	好	她	妹	紆	巢	媒	彙	綑	綵
ve	奴	妓	級	媛	嫂	綾	綠	綴	綬
vf	糸	災	妳	絮	絲	媽	嫖	嫘	嫣
vg	壯	妞	妊	娃	姪	娌	紐	絰	維
vh	妙	姊	娣	紗	紛	緲	繆	縿	妢
vi	妁	姆	戕	紂	紉	約	娥	紜	將
vj	奸	婢	絨	綽	嬋	緝	緙	縫	繹
vk	收	妖	狀	姣	姻	奘	娛	紋	紱
vl	糾	娜	姬	紳	鄉	綁	緬	斷	凵
vm	姐	姓	紅	組	經	綞	纖	爿	丱
vn	妤	弩	姨	紇	剝	紼	婷	剿	彎
vo	以	姒	姚	嫁	綻	緣	緹	縱	彖
vp	妣	妮	姥	怒	恕	紕	紙	媳	媲
vq	姅	絆	絳	緯	縴	攣	姩	拏	挐
vr	如	姑	始	婀	紹	媧	結	絡	給
vs	幻	奶	幼	努	妒	妨	娉	紡	勦
vt	妍	姍	姘	紲	媼	縊	彝	媕	絣
vu	妃	紀	娓	娩	純	邕	婉	統	絀
vv	妝	姦	娘	娠	婊	綏	裝	網	嬝
vw	妯	細	緇	畿	牆	嬸	繙	醬	甾
vx	繡	嫍	縚
vy	終	緋	婔	孊	娒	㚵
wa	署	黯	罾	圕
wb	囿	胃	圃	囧	圊	圇	圌	罥	羃
wc	四	異	貫	買	圓	顆	黷	圚	顒
wd	囝	困	果	囷	罦	罧	罺	櫐	圞
we	畈	畟	敤	畯	畷	罬	斀	黢
wf	累	黑	罵	鴨	羈	罘	羆	黥	纍
wg	里	畦	墅	墨	罹	壘	羅	罜	罣
wh	囫	畛	罞	黲	团
wi	母	禺	蜀	團	疇	囹	畤	罻	国
wj	毋	圉	畢	睪	罩	毌	圛	罼	罱
wk	因	畎	畋	默	斁	奰
wl	甲	甽	界	畀	罒	畍
wm	國	置	疊	畇	罡	罝	罭	黚	翾
wn	野	夥	罰	黔	囥	町	罽	黟	㽘
wo	囚	眾	歜	圂	欭	罛	畂
wp	思	毗	恩	愚	罷	囮	毘	罠	慁
wq	畔	圍	疄
wr	回	固	圄	罟	略	畸	點	黠	圁
ws	男	黝	嬲	圀
wt	圔	黭	黸	畊
wu	囤	圈	黜	畹	罨	黕	黖	黤	黦
wv	畏	園	囡	甿	褁	瞏	圜	黮	睘
ww	圖	畾	罶	畕
wy	罪	罫	畮
xb	爫	冂	冖	⺆	⺝	⺥	⺼
xc	丷
xe	氵	氺
xf	╒	╤	╕	╞	╪	╡	╘	╧	╛
xh	╓	╥	╖	╟	╫	╢	╙	╨	╜
xi	丶	广
xj	宀
xk	疒
xl	║	丨	肀	衤	丿
xm	═
xn	乛	亅	⺄
xo	╭	╮	╰	╯	亻
xp	忄	㣺	勹
xq	扌
xr	╔	╦	╗	╠	╬	╣	╚	╩	╝
xt	卝	艹	⺾
xu	乚
xy	辶	亠	⺀	⺊	⻌	⻍
ya	迫	音	詣	詢	諸	遭	諧	諳	譜
yb	市	肓	育	肯	帝	帟	訥	逍	通
yc	六	亦	貞	述	貲	旗	選	遺	頻
yd	杗	迂	迆	享	施	迤	桌	柴	訏
ye	叔	歧	返	設	竣	詠	詖	逮	遐
yf	京	紊	烹	逖	紫	詼	遜	熟	諒
yg	主	望	逞	逛	童	註	逵	進	詮
yh	步	彥	彪	訝	診	歲	彰	諺	謬
yi	玄	玆	討	孰	訟	鹵	逸	詩	颯
yj	斗	辛	迅	卒	卓	計	訐	訊	率
yk	文	交	夜	放	奕	效	虔	送	族
yl	迎	近	郊	訓	訢	速	逝	部	郭
ym	上	止	些	虐	訌	旌	產	逕	虛
yn	亢	亨	迄	刻	亭	訂	剖	訖	處
yo	亥	迭	畝	逃	旋	逐	該	遂	誣
yp	此	忘	氓	亳	託	旎	訛	意	詫
yq	牽	詳	達	違	諱	遴	遲	邂	逄
yr	占	吝	言	迦	迢	迥	迨	站	迴
ys	方	劾	旁	訪	透	詐	虜	誇	誠
yt	立	弈	迸	逗	誡	盧	謐	證	衁
yu	充	乩	盲	虎	亮	兗	記	訕	逆
yv	亡	妄	衣	巡	妾	哀	旅	衰	衷
yw	迪	畜	迺	逼	遛	斕	遒	諨	旛
yx	齊	諂	謟
yy	卞	卡	於	訃	訴	誨	誹	旃
za	︳	〉	500
zb	，	╴	︿
zc	、	︴	﹀
zd	。	﹏	「
ze	．	（	」
zf	‧	）	﹁
zg	；	︵	﹂
zh	：	︶	『
zi	？	｛	』
zj	！	｝	﹃
zk	︰	︷	﹄
zl	…	︸	﹙
zm	‥	〔	﹚
zn	﹐	〕	﹛
zo	︹	﹜
zp	﹒	︺	﹝
zq	·	【	﹞
zr	﹔	】	‘
zs	﹕	︻	’
zt	﹖	︼	“
zu	﹗	《	”
zv	｜	》	〝
zw	–	︽	〞
zx	︱	︾	‵
zy	—	〈	′
